"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"GRMZM2G149178","Z. mays","Sobic.009G167500","S. bicolor","many-to-many","52385953","52385109","134830543","134829898","10","Chr09","","similar to Histone H4",
"GRMZM2G149189","Z. mays","Sobic.004G213500","S. bicolor","one-to-one","55613881","55611345","184117234","184114982","5","Chr04","","",
"GRMZM2G149201","Z. mays","Sobic.009G066200","S. bicolor","many-to-one","7221080","7219783","130784726","130782221","6","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G149211","Z. mays","Sobic.009G126900","S. bicolor","one-to-one","48102442","48097419","113957006","113952252","8","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G149216","Z. mays","Sobic.007G092400","S. bicolor","one-to-one","14425461","14421404","55165098","55162224","10","Chr07","","",
"GRMZM2G149224","Z. mays","Sobic.001G343000","S. bicolor","one-to-one","55843815","55838647","70171689","70163155","1","Chr01","","similar to Putative 3-beta hydroxysteroid dehydrogenase/isomerase",
"GRMZM2G149254","Z. mays","Sobic.001G509000","S. bicolor","one-to-one","70493829","70493428","9044796","9044275","1","Chr01","","",
"GRMZM2G149272","Z. mays","Sobic.004G226500","S. bicolor","one-to-one","56937438","56934047","145900441","145897367","4","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G149273","Z. mays","Sobic.001G314100","S. bicolor","one-to-one","52979818","52978331","125687468","125686151","9","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G149286","Z. mays","Sobic.009G126600","S. bicolor","one-to-one","48078073","48070415","113943334","113926527","8","Chr09","","similar to Cyclin-dependent kinase D-1",
"GRMZM2G149295","Z. mays","Sobic.002G167600","S. bicolor","one-to-one","52362916","52360638","86828110","86826321","7","Chr02","","",
"GRMZM2G149315","Z. mays","Sobic.001G113700","S. bicolor","one-to-one","8898932","8896369","268880814","268878904","1","Chr01","","similar to Cytochrome b561 family protein, expressed",
"GRMZM2G149317","Z. mays","Sobic.008G180800","S. bicolor","one-to-one","54090703","54087462","167826600","167823550","8","Chr08","","similar to Phytoene synthase 2",
"GRMZM2G149330","Z. mays","Sobic.008G094600","S. bicolor","one-to-one","37401468","37396677","108466548","108441573","3","Chr08","","similar to Os12g0477600 protein",
"GRMZM2G149347","Z. mays","Sobic.009G241600","S. bicolor","one-to-one","57852832","57850463","166063087","166060984","6","Chr09","","similar to Putative uncharacterized protein OJ1126_B10.1",
"GRMZM2G149360","Z. mays","Sobic.010G271300","S. bicolor","one-to-one","60398760","60397333","83294060","83293143","6","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G149383","Z. mays","Sobic.001G340600","S. bicolor","one-to-one","55611412","55607534","71344912","71340782","1","Chr01","","similar to Expressed protein",
"GRMZM2G149414","Z. mays","Sobic.007G172300","S. bicolor","one-to-one","59467708","59465479","205577715","205575445","1","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G149428","Z. mays","Sobic.005G087000","S. bicolor","one-to-one","12356797","12354536","220060652","220058172","2","Chr05","","similar to Chlorophyll a/b-binding apoprotein CP26 precursor",
"GRMZM2G149442","Z. mays","Sobic.007G172500","S. bicolor","one-to-one","59482011","59477128","205610074","205605815","1","Chr07","","similar to DHHC-type zinc finger domain-containing protein-like",
"GRMZM2G149446","Z. mays","Sobic.001G232200","S. bicolor","one-to-many","22435319","22434361","235894137","235893220","1","Chr01","","weakly similar to Putative glycine rich protein",
"GRMZM2G149446","Z. mays","Sobic.001G232500","S. bicolor","one-to-many","22529170","22528287","235894137","235893220","1","Chr01","","weakly similar to Transposon protein, putative, CACTA, En/Spm sub-class, expressed",
"GRMZM2G149452","Z. mays","Sobic.004G311000","S. bicolor","one-to-one","64067989","64064933","210461284","210458525","5","Chr04","","similar to Putative nodulin MtN21",
"GRMZM2G149474","Z. mays","Sobic.007G202700","S. bicolor","one-to-one","62129996","62127028","190784841","190782654","1","Chr07","","similar to Putative leucine zipper-containing protein",
"GRMZM2G149480","Z. mays","Sobic.007G202800","S. bicolor","one-to-one","62134878","62129997","190781979","190777424","1","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G149481","Z. mays","Sobic.001G439000","S. bicolor","one-to-one","64517466","64511410","33326460","33322465","1","Chr01","","similar to AUX1 protein, putative, expressed",
"GRMZM2G149520","Z. mays","Sobic.002G268100","S. bicolor","one-to-one","65199335","65194849","140853015","140847923","7","Chr02","","similar to DEAD-box ATP-dependent RNA helicase 7",
"GRMZM2G149534","Z. mays","Sobic.008G116300","S. bicolor","one-to-one","45208675","45203499","25788800","25785556","10","Chr08","","similar to Expressed protein",
"GRMZM2G149543","Z. mays","Sobic.006G058300","S. bicolor","one-to-one","40423185","40420736","111309238","111306909","10","Chr06","","",
"GRMZM2G149553","Z. mays","Sobic.007G124400","S. bicolor","one-to-one","52085515","52082909","217950855","217948501","1","Chr07","","similar to Transporter-like protein",
"GRMZM2G149567","Z. mays","Sobic.006G065100","S. bicolor","one-to-one","42451255","42444632","60433005","60425876","2","Chr06","","similar to H0502B11.7 protein",
"GRMZM2G149576","Z. mays","Sobic.001G106600","S. bicolor","one-to-one","8222958","8216794","271289468","271272971","1","Chr01","","similar to Expressed protein",
"GRMZM2G149587","Z. mays","Sobic.003G439700","S. bicolor","one-to-one","73947731","73941642","156452761","156446973","8","Chr03","","similar to Putative uncharacterized protein P0458E05.18",
"GRMZM2G149590","Z. mays","Sobic.006G058400","S. bicolor","one-to-one","40426676","40423264","111329874","111309620","10","Chr06","","similar to OSJNBa0039C07.7 protein",
"GRMZM2G149605","Z. mays","Sobic.003G128800","S. bicolor","one-to-one","11892299","11884393","41245355","41244193","3","Chr03","","similar to Expansin EXPA8",
"GRMZM2G149617","Z. mays","Sobic.003G368400","S. bicolor","one-to-one","68443353","68432459","175632314","175614506","3","Chr03","","similar to Putative UDP-glucose:sterol glucosyltransferase",
"GRMZM2G149619","Z. mays","Sobic.002G268000","S. bicolor","one-to-one","65189007","65185393","140857824","140853966","7","Chr02","","similar to Putative uncharacterized protein P0669G04.12",
"GRMZM2G149636","Z. mays","Sobic.001G438100","S. bicolor","one-to-one","64448051","64444486","33429776","33427559","1","Chr01","","similar to Senescence-associated protein 15, putative, expressed",
"GRMZM2G149639","Z. mays","Sobic.003G368500","S. bicolor","one-to-one","68447552","68444469","175612680","175609224","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G149646","Z. mays","Sobic.002G080400","S. bicolor","one-to-one","8476969","8475012","33463561","33461724","1","Chr02","","",
"GRMZM2G149647","Z. mays","Sobic.001G438000","S. bicolor","one-to-one","64438301","64436899","33465385","33464178","1","Chr01","","similar to Heat shock protein 26",
"GRMZM2G149649","Z. mays","Sobic.004G271400","S. bicolor","many-to-many","60850603","60848685","12687708","12685233","2","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G149649","Z. mays","Sobic.006G057200","S. bicolor","many-to-many","40199020","40197194","12687708","12685233","2","Chr06","","similar to Putative uncharacterized protein",
"GRMZM2G149649","Z. mays","Sobic.006G201500","S. bicolor","many-to-many","56209915","56208252","12687708","12685233","2","Chr06","","similar to Putative uncharacterized protein",
"GRMZM2G149662","Z. mays","Sobic.003G368700","S. bicolor","one-to-one","68456081","68452454","175605625","175599768","3","Chr03","","similar to Membrane protein COV-like",
"GRMZM2G149681","Z. mays","Sobic.001G094600","S. bicolor","one-to-one","7252040","7247938","275116025","275113936","1","Chr01","","similar to Os03g0743200 protein",
"GRMZM2G149698","Z. mays","Sobic.006G008600","S. bicolor","many-to-one","1251805","1246331","92808706","92793936","10","Chr06","","similar to H0201G08.11 protein",
"GRMZM2G149700","Z. mays","Sobic.010G133700","S. bicolor","one-to-one","19356103","19354733","121435822","121435139","6","Chr10","","",
"GRMZM2G149708","Z. mays","Sobic.006G019300","S. bicolor","one-to-one","3290852","3277578","105380776","105360159","2","Chr06","","similar to Os07g0405100 protein",
"GRMZM2G149714","Z. mays","Sobic.007G066500","S. bicolor","many-to-many","7096109","7095044","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149714","Z. mays","Sobic.007G066600","S. bicolor","many-to-many","7107739","7106531","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149714","Z. mays","Sobic.007G066800","S. bicolor","many-to-many","7116528","7115091","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149714","Z. mays","Sobic.007G066900","S. bicolor","many-to-many","7151808","7150624","28425978","28424688","4","Chr07","","",
"GRMZM2G149714","Z. mays","Sobic.007G067000","S. bicolor","many-to-many","7163385","7162067","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149714","Z. mays","Sobic.007G067100","S. bicolor","many-to-many","7172381","7170701","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149714","Z. mays","Sobic.007G067200","S. bicolor","many-to-many","7282347","7264855","28425978","28424688","4","Chr07","","",
"GRMZM2G149714","Z. mays","Sobic.007G067400","S. bicolor","many-to-many","7291857","7290710","28425978","28424688","4","Chr07","","",
"GRMZM2G149714","Z. mays","Sobic.007G067600","S. bicolor","many-to-many","7310288","7309149","28425978","28424688","4","Chr07","","similar to Germin-like protein subfamily 1 member 8, putative",
"GRMZM2G149739","Z. mays","Sobic.005G153800","S. bicolor","one-to-one","52910156","52908391","211221520","211220176","4","Chr05","","weakly similar to Expressed protein",
"GRMZM2G149751","Z. mays","Sobic.008G178800","S. bicolor","one-to-one","53934476","53928502","176871696","176865317","1","Chr08","","similar to Methionine synthase 2 enzyme",
"GRMZM2G149756","Z. mays","Sobic.003G369100","S. bicolor","one-to-one","68520925","68513901","175595225","175592023","3","Chr03","","",
"GRMZM2G149775","Z. mays","Sobic.001G094500","S. bicolor","many-to-one","7247063","7243532","275153619","275151282","1","Chr01","","",
"GRMZM2G149786","Z. mays","Sobic.007G036700","S. bicolor","one-to-one","3326642","3321390","82222873","82218460","10","Chr07","","similar to Putative polyamine oxidase isoform-2",
"GRMZM2G149800","Z. mays","Sobic.009G226300","S. bicolor","one-to-one","56800008","56793570","163625400","163617979","6","Chr09","","",
"GRMZM2G149802","Z. mays","Sobic.003G369200","S. bicolor","one-to-one","68554149","68541984","175557507","175541437","3","Chr03","","similar to DNA polymerase alpha catalytic subunit",
"GRMZM2G149808","Z. mays","Sobic.009G147700","S. bicolor","one-to-one","50490993","50486685","101473538","101469353","8","Chr09","","similar to Os10g0358600 protein",
"GRMZM2G149837","Z. mays","Sobic.003G401800","S. bicolor","one-to-one","71039219","71035758","161746275","161742998","3","Chr03","","similar to Putative uncharacterized protein P0413C03.17",
"GRMZM2G149841","Z. mays","Sobic.002G069000","S. bicolor","one-to-one","6848383","6842038","233014250","233009829","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G149843","Z. mays","Sobic.007G001200","S. bicolor","one-to-one","122388","120056","195800202","195797430","4","Chr07","","similar to Synaptobrevin family protein, expressed",
"GRMZM2G149847","Z. mays","Sobic.002G068900","S. bicolor","one-to-one","6841091","6836429","233019721","233015891","2","Chr02","","similar to Putative ras-related protein",
"GRMZM2G149865","Z. mays","Sobic.004G177100","S. bicolor","one-to-one","52249284","52245780","173213114","173209476","5","Chr04","","similar to Os02g0556400 protein",
"GRMZM2G149869","Z. mays","Sobic.004G316100","S. bicolor","one-to-one","64534769","64534056","211666773","211666179","5","Chr04","","",
"GRMZM2G149894","Z. mays","Sobic.007G079700","S. bicolor","one-to-one","9119941","9115318","66736640","66732637","10","Chr07","","similar to Pentatricopeptide (PPR) repeat-containing protein-like",
"GRMZM2G149903","Z. mays","Sobic.001G278700","S. bicolor","one-to-one","47186399","47179437","110094401","110087387","1","Chr01","","similar to Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed",
"GRMZM2G149905","Z. mays","Sobic.006G266300","S. bicolor","one-to-one","60921573","60919323","1694732","1693318","2","Chr06","","similar to H0101F08.4 protein",
"GRMZM2G149923","Z. mays","Sobic.001G094400","S. bicolor","one-to-one","7243147","7240544","275157007","275154534","1","Chr01","","",
"GRMZM2G149932","Z. mays","Sobic.006G260900","S. bicolor","one-to-one","60516998","60514121","146976086","146973401","10","Chr06","","similar to H0624F09.5 protein",
"GRMZM2G149935","Z. mays","Sobic.002G068800","S. bicolor","one-to-one","6831062","6826017","233032053","233027498","2","Chr02","","similar to Galactosyltransferase family-like protein",
"GRMZM2G149940","Z. mays","Sobic.006G266400","S. bicolor","one-to-one","60931634","60925850","1691150","1684944","2","Chr06","","Predicted protein",
"GRMZM2G149943","Z. mays","Sobic.007G111200","S. bicolor","one-to-one","39974571","39971892","47323227","47321000","10","Chr07","","similar to Os08g0275200 protein",
"GRMZM2G149946","Z. mays","Sobic.001G188700","S. bicolor","one-to-one","16664319","16659063","222187113","222183158","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G149958","Z. mays","Sobic.006G266600","S. bicolor","one-to-one","60943095","60939138","1682752","1678831","2","Chr06","","similar to H0101F08.8 protein",
"GRMZM2G149994","Z. mays","Sobic.006G135900","S. bicolor","one-to-one","50786454","50782446","128049512","128043973","10","Chr06","","similar to Os04g0498800 protein",
"GRMZM2G149996","Z. mays","Sobic.006G266800","S. bicolor","one-to-one","60959271","60957856","1657372","1655917","2","Chr06","","similar to H0402C08.5 protein",
"GRMZM2G150004","Z. mays","Sobic.007G122700","S. bicolor","one-to-many","51374823","51368642","1649789","1641537","2","Chr07","","",
"GRMZM2G150004","Z. mays","Sobic.008G099800","S. bicolor","one-to-many","40105240","40097787","1649789","1641537","2","Chr08","","similar to Expressed protein",
"GRMZM2G150011","Z. mays","Sobic.002G164700","S. bicolor","one-to-one","51250951","51249009","84728535","84727149","7","Chr02","","similar to Putative WIP1 protein",
"GRMZM2G150014","Z. mays","Sobic.006G261300","S. bicolor","one-to-one","60548773","60544886","147017362","147014456","10","Chr06","","",
"GRMZM2G150030","Z. mays","Sobic.001G188600","S. bicolor","one-to-one","16656518","16653090","222179737","222176805","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G150058","Z. mays","Sobic.001G225700","S. bicolor","many-to-many","21532491","21529163","152316624","152314247","9","Chr01","","similar to 60S ribosomal protein L23",
"GRMZM2G150058","Z. mays","Sobic.001G510800","S. bicolor","many-to-many","70654088","70651567","152316624","152314247","9","Chr01","","similar to 60S ribosomal protein L23",
"GRMZM2G150058","Z. mays","Sobic.004G342400","S. bicolor","many-to-many","66658110","66655449","152316624","152314247","9","Chr04","","similar to 60S ribosomal protein L23",
